"Year","est","se","CV","lo","hi"
1989,0.842044209653425,1.21018000368388,0.192518001646559,0.579364567488415,1.22382087341757
1990,0.824358519412407,1.2446499542693,0.221501296536277,0.536817898819115,1.26591712016816
1991,0.773520770362675,1.24153749508222,0.2189070988832,0.506190601538886,1.18203376428454
1992,0.568066954954954,1.24145720995928,0.218840124132287,0.371789114221943,0.86796534101629
1993,0.583970201158357,1.23354066475,0.212221547460358,0.387019784115516,0.88114667476313
1994,0.775644652983176,1.23235587554372,0.211228517543275,0.515018982402274,1.16816010333279
1995,0.60042423399474,1.25960569679888,0.233906665738185,0.381946007803646,0.943874928399574
1996,1.1525961041631,1.26280240154478,0.236545626496452,0.729564031649237,1.82092005869428
1997,0.627926659338822,1.26786915337424,0.240719473031605,0.394354444673071,0.999841373248094
1998,0.715467479739064,1.24459879277372,0.221458689397175,0.465946168908295,1.09861127469623
1999,1.06359887268554,1.22538050915933,0.205368730952831,0.714117950377936,1.58411164623331
2000,0.584772900001687,1.22955797307715,0.208880848389513,0.390015987630314,0.876782889476103
2001,0.784543338717504,1.22009802127326,0.200915630699142,0.531234649826041,1.15863724349977
2002,0.829618693977892,1.22895579285706,0.208375088051922,0.553848115855078,1.24270022357118
2003,0.871885362460028,1.23228307152156,0.211167475539566,0.5789887270823,1.31295144398208
2004,0.799171098099858,1.23608180619718,0.214349200111971,0.52750981511995,1.21073471190845
2005,1.34719077600604,1.19073456637105,0.17590888270949,0.956829391425497,1.89680940324361
2006,0.683562435423543,1.23037060030107,0.209563088248077,0.455313973247088,1.02623163482092
2007,0.752829921220607,1.22421640086332,0.204388549306526,0.506404990465517,1.11916924389713
2008,0.647944571849431,1.23395549111717,0.212569079068225,0.429135194904354,0.978321454810331
2009,0.553636522881852,1.23692744436778,0.215056574864807,0.364950006845988,0.839877774267472
2010,0.659560903972569,1.2328150415864,0.21161344488617,0.437621092639221,0.994057629685019
2011,0.449693551581572,1.23300481242028,0.211772504506307,0.298283330586424,0.677960414135364
2012,0.503124684066857,1.22657178127708,0.206371114050464,0.337163536159594,0.750776464740704
2013,0.553614822596049,1.22418415925233,0.20436139256105,0.37241848799899,0.82297034565826
2014,0.511337570263439,1.22132081281953,0.201947633385653,0.345560827119024,0.756642796994055
2015,0.647271794577737,1.24077710648387,0.218272656574639,0.424082415120258,0.987923010052372
2016,0.615500495828347,1.27104446169662,0.24332971353204,0.384660067041151,0.984871820147664
2017,0.890642701223357,1.23823851068417,0.216152627934893,0.585882348805258,1.35393125063426
2018,0.69655548883875,1.21302833805557,0.194934679302248,0.477058550069733,1.01704402732216
2019,0.768990153735762,1.19897602190179,0.182972138714038,0.538834062280928,1.0974544816995
2020,0.722530433101932,1.20301415253927,0.186420045561854,0.502954145162883,1.03796783818016
2021,0.664453238553363,1.20728342594619,0.190056220553709,0.459326245609276,0.961186325502527
